Chromosome,Strand,Start,End,ReadCount,ModeLocation,ModeReadCount,Shape,TranscriptLocation,TranscriptID,GeneName,GeneType,X..Capped,tissue
chr16,+,57023445,57023514,33.9961383862383,57023479.5,16.9980691931192,None,tss,ENSG00000140853,ENSG00000140853,gene,100,GM12878
chr16,-,57836321,57836410,9.67915103194477,57836365.5,4.83957551597238,None,tss,ENSG00000140859,ENSG00000140859,gene,100,K562
chr16,-,65155959,65155976,0.264591639661558,65155967.5,0.132295819830779,None,tss,ENSG00000140937,ENSG00000140937,gene,100,GM12878
chr16,+,83986837,83986852,7.801304346771,83986844.5,3.9006521733855,None,tss,ENSG00000140961,ENSG00000140961,gene,100,K562
chr16,+,85932760,85932775,105.16266870436,85932767.5,52.5813343521799,None,tss,ENSG00000140968,ENSG00000140968,gene,100,GM12878
chr17,-,16472486,16472533,1.89553834000176,16472509.5,0.94776917000088,None,tss,ENSG00000141040,ENSG00000141040,gene,100,GM12878
chr17,-,46507567,46507608,29.5092358737871,46507587.5,14.7546179368935,None,tss,ENSG00000141293,ENSG00000141293,gene,100,GM12878
chr17,-,28088434,28088458,22.5408137720184,28088446,11.2704068860092,None,tss,ENSG00000141298,ENSG00000141298,gene,100,GM12878
chr17,-,8868991,8869059,28.947142546271,8869025,14.4735712731355,None,tss,ENSG00000141506,ENSG00000141506,gene,100,GM12878
chr18,+,59992527,59992555,0.321221093862186,59992541,0.160610546931093,None,tss,ENSG00000141655,ENSG00000141655,gene,100,GM12878
chr18,-,70211559,70211587,4.05832983942099,70211573,2.0291649197105,None,tss,ENSG00000141668,ENSG00000141668,gene,100,GM12878
chr18,+,57567220,57567235,105.147566313794,57567227.5,52.5737831568969,None,tss,ENSG00000141682,ENSG00000141682,gene,100,GM12878
chr17,+,37824133,37824155,0.83347201443669,37824144,0.416736007218345,None,tss,ENSG00000141744,ENSG00000141744,gene,100,K562
chr11,-,320838,320875,66.8797072854058,320856.5,33.4398536427029,None,tss,ENSG00000142089,ENSG00000142089,gene,100,K562
chr11,+,289155,289173,9.14366759500388,289164,4.57183379750194,None,tss,ENSG00000142102,ENSG00000142102,gene,100,K562
chr21,-,27543073,27543094,33.1538827124846,27543083.5,16.5769413562423,None,tss,ENSG00000142192,ENSG00000142192,gene,100,GM12878
chr19,+,50031252,50031285,3.37175210177649,50031268.5,1.68587605088824,None,tss,ENSG00000142552,ENSG00000142552,gene,100,K562
chr1,-,9129670,9129719,50.1186587551574,9129694.5,25.0593293775787,None,tss,ENSG00000142583,ENSG00000142583,gene,100,GM12878
chr1,-,16534091,16534114,1.79344393009459,16534102.5,0.896721965047294,None,tss,ENSG00000142632,ENSG00000142632,gene,100,K562
chr1,-,22263793,22263811,25.254281422582,22263802,12.627140711291,None,tss,ENSG00000142798,ENSG00000142798,gene,100,K562
chr1,+,109792151,109792170,4.00474367933096,109792160.5,2.00237183966548,None,tss,ENSG00000143126,ENSG00000143126,gene,100,K562
chr1,+,168545833,168545848,837.664554379924,168545840.5,418.832277189962,None,tss,ENSG00000143184,ENSG00000143184,gene,100,GM12878
chr1,-,168513229,168513244,75.6358277289259,168513236.5,37.817913864463,None,tss,ENSG00000143185,ENSG00000143185,gene,100,GM12878
chr1,-,161044552,161044633,0.238354712556998,161044592.5,0.119177356278499,None,tss,ENSG00000143217,ENSG00000143217,gene,100,GM12878
chr1,+,161475208,161475226,99.5819674241563,161475217,49.7909837120782,None,tss,ENSG00000143226,ENSG00000143226,gene,100,K562
chr1,-,157522260,157522315,88.393347351512,157522287.5,44.196673675756,None,tss,ENSG00000143297,ENSG00000143297,gene,100,GM12878
chr1,-,182573514,182573534,46.4395908822321,182573524,23.2197954411161,None,tss,ENSG00000143333,ENSG00000143333,gene,100,GM12878
chr1,+,183605222,183605252,6.47546854714321,183605237,3.23773427357161,None,tss,ENSG00000143344,ENSG00000143344,gene,100,GM12878
chr1,+,151512775,151512792,1.41439959987186,151512783.5,0.707199799935928,None,tss,ENSG00000143367,ENSG00000143367,gene,100,K562
chr1,+,150480576,150480591,87.6844648685381,150480583.5,43.842232434269,None,tss,ENSG00000143369,ENSG00000143369,gene,100,K562
chr1,+,150521876,150521901,75.4567706983869,150521888.5,37.7283853491935,None,tss,ENSG00000143382,ENSG00000143382,gene,100,K562
chr1,-,151345171,151345188,39.8664989744066,151345179.5,19.9332494872033,None,tss,ENSG00000143416,ENSG00000143416,gene,100,K562
chr1,+,213123915,213123955,27.6283774514296,213123935,13.8141887257148,None,tss,ENSG00000143494,ENSG00000143494,gene,100,GM12878
chr1,-,221915418,221915439,68.8593100605586,221915428.5,34.4296550302793,None,tss,ENSG00000143507,ENSG00000143507,gene,100,GM12878
chr1,-,153958805,153958827,42.3838592573374,153958816,21.1919296286687,None,tss,ENSG00000143545,ENSG00000143545,gene,100,K562
chr1,+,154293584,154293598,3.33812115985909,154293591,1.66906057992954,None,tss,ENSG00000143595,ENSG00000143595,gene,100,K562
chr1,-,154832342,154832360,11.0562629303002,154832351,5.52813146515009,None,tss,ENSG00000143603,ENSG00000143603,gene,100,GM12878
chr1,-,155271213,155271234,45.4546688227987,155271223.5,22.7273344113994,None,tss,ENSG00000143627,ENSG00000143627,gene,100,K562
chr1,-,236030216,236030241,2.76197271240794,236030228.5,1.38098635620397,None,tss,ENSG00000143669,ENSG00000143669,gene,100,GM12878
chr1,-,226926972,226927038,11.9581362187258,226927005,5.97906810936288,None,tss,ENSG00000143772,ENSG00000143772,gene,100,GM12878
chr1,-,227505209,227505214,3.94858187159369,227505211.5,1.97429093579684,None,tss,ENSG00000143776,ENSG00000143776,gene,100,K562
chr1,+,224622543,224622610,1.25648596041365,224622576.5,0.628242980206827,None,tss,ENSG00000143786,ENSG00000143786,gene,100,GM12878
chr1,+,225997791,225997802,3.3277354187341,225997796.5,1.66386770936705,None,tss,ENSG00000143819,ENSG00000143819,gene,100,K562
chr1,-,204135454,204135486,0.382711419521513,204135470,0.191355709760756,None,tss,ENSG00000143839,ENSG00000143839,gene,100,K562
chr2,+,38893208,38893266,12.8312388333714,38893237,6.4156194166857,None,tss,ENSG00000143891,ENSG00000143891,gene,100,K562
chr2,+,172950209,172950220,1.05008475225909,172950214.5,0.525042376129544,None,tss,ENSG00000144355,ENSG00000144355,gene,100,K562
chr2,+,187558736,187558795,8.84275741693733,187558765.5,4.42137870846866,None,tss,ENSG00000144369,ENSG00000144369,gene,100,GM12878
chr2,+,214149121,214149211,11.7754217872773,214149166,5.88771089363863,None,tss,ENSG00000144451,ENSG00000144451,gene,100,GM12878
chr2,-,216003243,216003282,3.51574057715802,216003262.5,1.75787028857901,None,tss,ENSG00000144452,ENSG00000144452,gene,100,GM12878
chr2,+,237478460,237478475,38.088559839637,237478467.5,19.0442799198185,None,tss,ENSG00000144476,ENSG00000144476,gene,100,GM12878
chr2,-,239148671,239148686,28.5914058433084,239148678.5,14.2957029216542,None,tss,ENSG00000144485,ENSG00000144485,gene,100,K562
chr3,+,29322437,29322448,1.23024903330909,29322442.5,0.615124516654547,None,tss,ENSG00000144642,ENSG00000144642,gene,100,GM12878
chr3,-,43147549,43147590,6.21649880200821,43147569.5,3.1082494010041,None,tss,ENSG00000144647,ENSG00000144647,gene,100,K562
chr3,+,37493612,37493651,0.530313215368538,37493631.5,0.265156607684269,None,tss,ENSG00000144668,ENSG00000144668,gene,100,GM12878
chr3,+,37903339,37903415,5.47845545766871,37903377,2.73922772883436,None,tss,ENSG00000144677,ENSG00000144677,gene,100,K562
chr3,+,12838161,12838215,7.54370184131194,12838188,3.77185092065597,None,tss,ENSG00000144712,ENSG00000144712,gene,100,K562
chr3,+,61547236,61547255,33.1740400591683,61547245.5,16.5870200295842,None,tss,ENSG00000144724,ENSG00000144724,gene,100,GM12878
chr3,+,69134080,69134101,50.9660422961955,69134090.5,25.4830211480978,None,tss,ENSG00000144746,ENSG00000144746,gene,100,GM12878
chr3,-,66551397,66551454,6.73281804218174,66551425.5,3.36640902109087,None,tss,ENSG00000144749,ENSG00000144749,gene,100,GM12878
chr3,+,119316721,119316739,74.3175719168561,119316730,37.158785958428,None,tss,ENSG00000144837,ENSG00000144837,gene,100,GM12878
chr3,+,119298575,119298644,8.619456017161,119298609.5,4.3097280085805,None,tss,ENSG00000144843,ENSG00000144843,gene,100,GM12878
chr3,-,125899414,125899436,0.0254711352493171,125899425,0.0127355676246585,None,tss,ENSG00000144908,ENSG00000144908,gene,100,GM12878
chr3,-,194354074,194354164,3.08795164119879,194354119,1.54397582059939,None,tss,ENSG00000145014,ENSG00000145014,gene,100,K562
chr3,-,121741065,121741106,2.75741546475137,121741085.5,1.37870773237568,None,tss,ENSG00000145103,ENSG00000145103,gene,100,GM12878
chr3,-,196065468,196065475,2.17572462329692,196065471.5,1.08786231164846,None,tss,ENSG00000145107,ENSG00000145107,gene,100,K562
chr4,+,47487285,47487366,27.0462344123363,47487325.5,13.5231172061682,None,tss,ENSG00000145246,ENSG00000145246,gene,100,GM12878
chr4,-,48908737,48908799,31.3014928367939,48908768,15.650746418397,None,tss,ENSG00000145247,ENSG00000145247,gene,100,GM12878
chr4,+,48485341,48485394,2.66672417258305,48485367.5,1.33336208629152,None,tss,ENSG00000145248,ENSG00000145248,gene,100,K562
chr4,-,83719884,83719971,10.5891620170842,83719927.5,5.29458100854209,None,tss,ENSG00000145284,ENSG00000145284,gene,100,GM12878
chr4,-,84035870,84035897,157.196429062326,84035883.5,78.598214531163,None,tss,ENSG00000145287,ENSG00000145287,gene,100,GM12878
chr4,-,90758258,90758372,3.44058856872901,90758315,1.72029428436451,None,tss,ENSG00000145335,ENSG00000145335,gene,100,K562
chr4,-,114682880,114682931,36.21536371146,114682905.5,18.10768185573,None,tss,ENSG00000145349,ENSG00000145349,gene,100,GM12878
chr4,+,113739244,113739320,10.2407333249178,113739282,5.12036666245888,None,tss,ENSG00000145362,ENSG00000145362,gene,100,GM12878
chr4,-,113207048,113207076,32.1086829896646,113207062,16.0543414948323,None,tss,ENSG00000145365,ENSG00000145365,gene,100,GM12878
chr4,+,120133857,120133881,4.6572027290064,120133869,2.3286013645032,None,tss,ENSG00000145390,ENSG00000145390,gene,100,K562
chr5,-,57755903,57755919,0.24327610440375,57755911,0.121638052201875,None,tss,ENSG00000145632,ENSG00000145632,gene,100,GM12878
chr5,+,102090974,102091039,15.6147227129662,102091006.5,7.8073613564831,None,tss,ENSG00000145730,ENSG00000145730,gene,100,GM12878
chr5,+,142586545,142586557,3.52079785663997,142586551,1.76039892831999,None,tss,ENSG00000145819,ENSG00000145819,gene,100,GM12878
chr5,-,169816297,169816319,2.73144429767667,169816308,1.36572214883834,None,tss,ENSG00000145936,ENSG00000145936,gene,100,GM12878
chr6,+,36973406,36973438,26.6777793858033,36973422,13.3388896929016,None,tss,ENSG00000146192,ENSG00000146192,gene,100,GM12878
chr6,+,89855765,89855823,12.8749894525946,89855794,6.43749472629732,None,tss,ENSG00000146281,ENSG00000146281,gene,100,GM12878
chr6,-,108145499,108145532,0.652785003243254,108145515.5,0.326392501621627,None,tss,ENSG00000146285,ENSG00000146285,gene,100,GM12878
chr6,+,139349903,139349944,87.7112490833398,139349923.5,43.8556245416699,None,tss,ENSG00000146386,ENSG00000146386,gene,100,GM12878
chr6,+,143485913,143485931,35.2672915977869,143485922,17.6336457988934,None,tss,ENSG00000146416,ENSG00000146416,gene,100,K562
chr7,-,12443477,12443496,22.9227450505098,12443486.5,11.4613725252549,None,tss,ENSG00000146530,ENSG00000146530,gene,100,K562
chr7,+,28610099,28610113,44.6081910410063,28610106,22.3040955205031,None,tss,ENSG00000146592,ENSG00000146592,gene,100,GM12878
chr7,-,45960863,45960877,3.32879066345015,45960870,1.66439533172508,None,tss,ENSG00000146674,ENSG00000146674,gene,100,GM12878
chr7,-,138720763,138720823,17.6531515719282,138720793,8.82657578596408,None,tss,ENSG00000146858,ENSG00000146858,gene,100,GM12878
chr7,+,134832808,134832879,16.7522625812766,134832843.5,8.3761312906383,None,tss,ENSG00000146859,ENSG00000146859,gene,100,GM12878
chrX,-,19905703,19905724,45.9164258029544,19905713.5,22.9582129014772,None,tss,ENSG00000147010,ENSG00000147010,gene,100,GM12878
chrX,+,37430911,37430914,0.693780735430082,37430912.5,0.346890367715041,None,tss,ENSG00000147036,ENSG00000147036,gene,100,K562
chrX,-,41782800,41782815,4.15408804557632,41782807.5,2.07704402278816,None,tss,ENSG00000147044,ENSG00000147044,gene,100,GM12878
chrX,+,46433193,46433237,3.17902701937522,46433215,1.58951350968761,None,tss,ENSG00000147119,ENSG00000147119,gene,100,GM12878
chrX,-,70331410,70331436,365.634800075196,70331423,182.817400037598,None,tss,ENSG00000147168,ENSG00000147168,gene,100,GM12878
chrX,+,95939800,95939872,8.14207918435208,95939836,4.07103959217604,None,tss,ENSG00000147202,ENSG00000147202,gene,100,GM12878
chr8,-,42623839,42623845,0.158149851007717,42623842,0.0790749255038585,None,tss,ENSG00000147434,ENSG00000147434,gene,100,GM12878
chr8,-,38008461,38008477,16.8434884560875,38008469,8.42174422804373,None,tss,ENSG00000147465,ENSG00000147465,gene,100,K562
chr8,-,38126675,38126757,14.3182345736361,38126716,7.15911728681803,None,tss,ENSG00000147535,ENSG00000147535,gene,100,GM12878
chr8,+,124195016,124195044,40.2469084401732,124195030,20.1234542200866,None,tss,ENSG00000147689,ENSG00000147689,gene,100,K562
chr8,-,145911240,145911259,0.917112125078691,145911249.5,0.458556062539345,None,tss,ENSG00000147799,ENSG00000147799,gene,100,K562
chr9,+,2621767,2621797,3.17060330896755,2621782,1.58530165448378,None,tss,ENSG00000147852,ENSG00000147852,gene,100,GM12878
chr9,-,21994344,21994440,14.7898117123183,21994392,7.39490585615917,None,tss,ENSG00000147889,ENSG00000147889,gene,100,GM12878
chr9,+,87430449,87430453,0.0273668631499819,87430451,0.0136834315749909,None,tss,ENSG00000148053,ENSG00000148053,gene,100,GM12878
chr9,+,86238016,86238078,2.93297688479091,86238047,1.46648844239546,None,tss,ENSG00000148057,ENSG00000148057,gene,100,GM12878
chr9,+,109625229,109625282,2.6745115799713,109625255.5,1.33725578998565,None,tss,ENSG00000148143,ENSG00000148143,gene,100,GM12878
chr9,-,124132513,124132536,29.9953090626826,124132524.5,14.9976545313413,None,tss,ENSG00000148175,ENSG00000148175,gene,100,K562
chr9,-,136039314,136039369,1.15970153927441,136039341.5,0.579850769637205,None,tss,ENSG00000148288,ENSG00000148288,gene,100,K562
chr10,+,11865347,11865411,4.01037959977348,11865379,2.00518979988674,None,tss,ENSG00000148426,ENSG00000148426,gene,100,K562
chr10,-,15413035,15413131,0.606904261808486,15413083,0.303452130904243,None,tss,ENSG00000148468,ENSG00000148468,gene,100,K562
chr10,-,17496582,17496601,5.80425425618725,17496591.5,2.90212712809363,None,tss,ENSG00000148488,ENSG00000148488,gene,100,K562
chr11,+,22689648,22689665,9.69517002844795,22689656.5,4.84758501422398,None,tss,ENSG00000148935,ENSG00000148935,gene,100,GM12878
chr11,-,77122928,77123045,81.7962253939495,77122986.5,40.8981126969747,None,tss,ENSG00000149269,ENSG00000149269,gene,100,GM12878
chr11,+,111789624,111789673,0.504436852938555,111789648.5,0.252218426469278,None,tss,ENSG00000149300,ENSG00000149300,gene,100,K562
chr11,+,134201871,134201910,4.96288205033947,134201890.5,2.48144102516973,None,tss,ENSG00000149328,ENSG00000149328,gene,100,K562
chr11,+,120382417,120382473,0.812027286821511,120382445,0.406013643410756,None,tss,ENSG00000149403,ENSG00000149403,gene,100,GM12878
chr11,+,130029668,130029690,0.317429638060857,130029679,0.158714819030428,None,tss,ENSG00000149418,ENSG00000149418,gene,100,GM12878
chr11,-,61584319,61584354,457.019350465555,61584336.5,228.509675232778,None,tss,ENSG00000149485,ENSG00000149485,gene,100,K562
chr11,+,59824127,59824161,4.11608337162301,59824144,2.05804168581151,None,tss,ENSG00000149516,ENSG00000149516,gene,100,K562
chr11,-,124632179,124632199,25.3715702241505,124632189,12.6857851120753,None,tss,ENSG00000149564,ENSG00000149564,gene,100,GM12878
chr12,+,66218836,66218888,17.4107162663294,66218862,8.70535813316472,None,tss,ENSG00000149948,ENSG00000149948,gene,100,GM12878
chr16,+,30907927,30907963,2.26572682052545,30907945,1.13286341026273,None,tss,ENSG00000150281,ENSG00000150281,gene,100,K562
chr2,+,138722028,138722057,0.67268916623358,138722042.5,0.33634458311679,None,tss,ENSG00000150540,ENSG00000150540,gene,100,K562
chr4,-,176923528,176923552,4.05676075223562,176923540,2.02838037611781,None,tss,ENSG00000150625,ENSG00000150625,gene,100,GM12878
chr4,+,176986978,176987046,1.74041415294013,176987012,0.870207076470065,None,tss,ENSG00000150627,ENSG00000150627,gene,100,GM12878
chr18,-,67615088,67615122,4.44229259606141,67615105,2.2211462980307,None,tss,ENSG00000150637,ENSG00000150637,gene,100,GM12878
chr11,+,111807863,111807937,2.81399555605424,111807900,1.40699777802712,None,tss,ENSG00000150764,ENSG00000150764,gene,100,K562
chr11,-,112034803,112034824,6.84363318037483,112034813.5,3.42181659018742,None,tss,ENSG00000150782,ENSG00000150782,gene,100,K562
chr3,+,4535025,4535040,38.2376000706496,4535032.5,19.1188000353248,None,tss,ENSG00000150995,ENSG00000150995,gene,100,GM12878
chr10,+,25755140,25755175,2.19810837145097,25755157.5,1.09905418572548,None,tss,ENSG00000151025,ENSG00000151025,gene,100,K562
chr3,-,24536253,24536328,5.13523217925245,24536290.5,2.56761608962622,None,tss,ENSG00000151090,ENSG00000151090,gene,100,K562
chr10,-,62060259,62060269,2.43972569363566,62060264,1.21986284681783,None,tss,ENSG00000151150,ENSG00000151150,gene,100,K562
chr14,+,37667126,37667192,7.6761331028005,37667159,3.83806655140025,None,tss,ENSG00000151338,ENSG00000151338,gene,100,K562
chr4,-,125633876,125633897,8.64832430423277,125633886.5,4.32416215211639,None,tss,ENSG00000151458,ENSG00000151458,gene,100,K562
chr12,+,15699539,15699569,0.389285796152236,15699554,0.194642898076118,None,tss,ENSG00000151490,ENSG00000151490,gene,100,GM12878
chr12,-,15942309,15942330,34.6733020921604,15942319.5,17.3366510460802,None,tss,ENSG00000151491,ENSG00000151491,gene,100,GM12878
chr4,+,146540522,146540548,4.89050522198,146540535,2.44525261099,None,tss,ENSG00000151611,ENSG00000151611,gene,100,GM12878
chr4,-,146859626,146859669,6.57844552071101,146859647.5,3.28922276035551,None,tss,ENSG00000151612,ENSG00000151612,gene,100,GM12878
chr2,+,9346892,9346948,3.15905237911989,9346920,1.57952618955994,None,tss,ENSG00000151693,ENSG00000151693,gene,100,K562
chr11,+,128563948,128564003,18.7246757154544,128563975.5,9.3623378577272,None,tss,ENSG00000151702,ENSG00000151702,gene,100,GM12878
chr4,+,184020398,184020446,7.7057768684726,184020422,3.8528884342363,None,tss,ENSG00000151718,ENSG00000151718,gene,100,K562
chr5,+,49963735,49963766,2.07416292746228,49963750.5,1.03708146373114,None,tss,ENSG00000151883,ENSG00000151883,gene,100,GM12878
chr6,-,56716399,56716422,0.737182968258929,56716410.5,0.368591484129465,None,tss,ENSG00000151914,ENSG00000151914,gene,100,GM12878
chr12,+,129338008,129338108,14.9135118203988,129338058,7.4567559101994,None,tss,ENSG00000151948,ENSG00000151948,gene,100,GM12878
chr2,-,224702270,224702326,12.8509890203704,224702298,6.4254945101852,None,tss,ENSG00000152056,ENSG00000152056,gene,100,GM12878
chr1,-,214725098,214725133,5.02693789006485,214725115.5,2.51346894503242,None,tss,ENSG00000152104,ENSG00000152104,gene,100,GM12878
chr18,+,42260840,42260860,5.77294621639651,42260850,2.88647310819825,None,tss,ENSG00000152217,ENSG00000152217,gene,100,GM12878
chr18,-,43652211,43652267,19.0836939736804,43652239,9.54184698684022,None,tss,ENSG00000152229,ENSG00000152229,gene,100,K562
chr11,+,14665329,14665356,4.06761230772298,14665342.5,2.03380615386149,None,tss,ENSG00000152270,ENSG00000152270,gene,100,K562
chr19,+,58011258,58011317,4.25779330752448,58011287.5,2.12889665376224,None,tss,ENSG00000152439,ENSG00000152439,gene,100,GM12878
chr19,-,58459047,58459083,2.68027377062306,58459065,1.34013688531153,None,tss,ENSG00000152454,ENSG00000152454,gene,100,GM12878
chr5,+,110560072,110560106,47.713194399119,110560089,23.8565971995595,None,tss,ENSG00000152495,ENSG00000152495,gene,100,GM12878
chr2,+,43864387,43864472,2.33823037677676,43864429.5,1.16911518838838,None,tss,ENSG00000152527,ENSG00000152527,gene,100,K562
chr2,+,33701707,33701723,7.21447223635303,33701715,3.60723611817652,None,tss,ENSG00000152689,ENSG00000152689,gene,100,GM12878
chr13,+,98795339,98795360,5.97095310773928,98795349.5,2.98547655386964,None,tss,ENSG00000152767,ENSG00000152767,gene,100,GM12878
chr10,+,91174314,91174403,16.1394661303755,91174358.5,8.06973306518777,None,tss,ENSG00000152778,ENSG00000152778,gene,100,GM12878
chr4,+,81951908,81951935,2.10390217312775,81951921.5,1.05195108656388,None,tss,ENSG00000152785,ENSG00000152785,gene,100,GM12878
chr10,+,94449703,94449718,61.1373976553497,94449710.5,30.5686988276749,None,tss,ENSG00000152804,ENSG00000152804,gene,100,K562
chr6,+,144665273,144665349,41.102290011836,144665311,20.551145005918,None,tss,ENSG00000152818,ENSG00000152818,gene,100,GM12878
chr4,-,6202247,6202290,13.4845509845771,6202268.5,6.74227549228857,None,tss,ENSG00000152969,ENSG00000152969,gene,100,GM12878
chr4,-,22517551,22517593,7.88887603835884,22517572,3.94443801917942,None,tss,ENSG00000152990,ENSG00000152990,gene,100,GM12878
chr5,-,39425045,39425067,0.682102815347546,39425056,0.341051407673773,None,tss,ENSG00000153071,ENSG00000153071,gene,100,K562
chr2,+,112656176,112656196,4.46661041805475,112656186,2.23330520902738,None,tss,ENSG00000153208,ENSG00000153208,gene,100,GM12878
chr3,+,32433336,32433354,9.95170210189201,32433345,4.97585105094601,None,tss,ENSG00000153551,ENSG00000153551,gene,100,GM12878
chr3,+,33318924,33318985,1.90758925904705,33318954.5,0.953794629523527,None,tss,ENSG00000153558,ENSG00000153558,gene,100,K562
chr9,+,12774983,12774997,0.104546060753176,12774990,0.0522730303765878,None,tss,ENSG00000153714,ENSG00000153714,gene,100,GM12878
chr6,-,154831779,154831801,5.34555699156782,154831790,2.67277849578391,None,tss,ENSG00000153721,ENSG00000153721,gene,100,K562
chr19,+,34287752,34287801,1.12876559464476,34287776.5,0.564382797322382,None,tss,ENSG00000153885,ENSG00000153885,gene,100,K562
chr1,-,85462762,85462804,74.2712417594589,85462783,37.1356208797295,None,tss,ENSG00000153898,ENSG00000153898,gene,100,GM12878
chr7,-,82073082,82073100,18.0038917659247,82073091,9.00194588296233,None,tss,ENSG00000153956,ENSG00000153956,gene,100,GM12878
chr18,+,22006616,22006644,3.1032224895006,22006630,1.5516112447503,None,tss,ENSG00000154059,ENSG00000154059,gene,100,K562
chr18,-,21242833,21242888,0.052837998399299,21242860.5,0.0264189991996495,None,tss,ENSG00000154065,ENSG00000154065,gene,100,GM12878
chr11,-,119293872,119293897,10.6088475844712,119293884.5,5.30442379223561,None,tss,ENSG00000154096,ENSG00000154096,gene,100,GM12878
chr11,+,120894785,120894840,5.54213691196729,120894812.5,2.77106845598364,None,tss,ENSG00000154114,ENSG00000154114,gene,100,GM12878
chr11,+,122526420,122526440,0.629937884274962,122526430,0.314968942137481,None,tss,ENSG00000154127,ENSG00000154127,gene,100,GM12878
chr5,-,16617079,16617137,1.75866652077697,16617108,0.879333260388485,None,tss,ENSG00000154153,ENSG00000154153,gene,100,GM12878
chr3,+,98250809,98250829,10.0239974111234,98250819,5.01199870556168,None,tss,ENSG00000154165,ENSG00000154165,gene,100,GM12878
chr8,-,108334209,108334228,0.065354178105913,108334218.5,0.0326770890529565,None,tss,ENSG00000154188,ENSG00000154188,gene,100,K562
chr17,+,65373388,65373464,30.0190449602518,65373426,15.0095224801259,None,tss,ENSG00000154217,ENSG00000154217,gene,100,GM12878
chr15,+,101459519,101459585,8.35835256979602,101459552,4.17917628489801,None,tss,ENSG00000154237,ENSG00000154237,gene,100,GM12878
chr17,-,64188177,64188240,1.23630036120127,64188208.5,0.618150180600637,None,tss,ENSG00000154240,ENSG00000154240,gene,100,GM12878
chr17,-,67114125,67114150,22.0155800734199,67114137.5,11.00779003671,None,tss,ENSG00000154262,ENSG00000154262,gene,100,GM12878
chr17,-,67323232,67323299,10.1450218731835,67323265.5,5.07251093659176,None,tss,ENSG00000154265,ENSG00000154265,gene,100,GM12878
chr6,+,131958436,131958450,12.5619465766584,131958443,6.28097328832918,None,tss,ENSG00000154269,ENSG00000154269,gene,100,K562
chr8,-,11324249,11324270,2.36502899770328,11324259.5,1.18251449885164,None,tss,ENSG00000154319,ENSG00000154319,gene,100,GM12878
chr4,-,170192092,170192115,3.65261239638281,170192103.5,1.82630619819141,None,tss,ENSG00000154447,ENSG00000154447,gene,100,GM12878
chr8,+,74903580,74903661,7.58250337793289,74903620.5,3.79125168896644,None,tss,ENSG00000154589,ENSG00000154589,gene,100,GM12878
chr21,+,22519416,22519487,54.8701765541375,22519451.5,27.4350882770688,None,tss,ENSG00000154654,ENSG00000154654,gene,100,K562
chr18,-,6414884,6414942,1.55260006321671,6414913,0.776300031608353,None,tss,ENSG00000154655,ENSG00000154655,gene,100,GM12878
chr21,+,27011792,27011834,1.21006343409671,27011813,0.605031717048357,None,tss,ENSG00000154721,ENSG00000154721,gene,100,GM12878
chr17,-,33775760,33775828,19.5473865847744,33775794,9.7736932923872,None,tss,ENSG00000154760,ENSG00000154760,gene,100,GM12878
chr3,+,16926484,16926502,1.47199355400236,16926493,0.73599677700118,None,tss,ENSG00000154822,ENSG00000154822,gene,100,GM12878
chr18,-,10890571,10890584,2.17152772427786,10890577.5,1.08576386213893,None,tss,ENSG00000154864,ENSG00000154864,gene,100,GM12878
chr3,-,133614597,133614681,9.64344061951094,133614639,4.82172030975547,None,tss,ENSG00000154917,ENSG00000154917,gene,100,K562
chr3,+,134514093,134514169,71.580776826829,134514131,35.7903884134145,None,tss,ENSG00000154928,ENSG00000154928,gene,100,GM12878
chr20,-,25038752,25038785,14.9156325691488,25038768.5,7.45781628457438,None,tss,ENSG00000154930,ENSG00000154930,gene,100,GM12878
chr7,-,157361654,157361695,2.46924841774116,157361674.5,1.23462420887058,None,tss,ENSG00000155093,ENSG00000155093,gene,100,GM12878
chr10,+,99473700,99473713,0.317787967734782,99473706.5,0.158893983867391,None,tss,ENSG00000155254,ENSG00000155254,gene,100,K562
chr14,-,23284703,23284718,8.75832194844677,23284710.5,4.37916097422339,None,tss,ENSG00000155465,ENSG00000155465,gene,100,GM12878
chrX,+,140991649,140991689,22.415207121086,140991669,11.207603560543,None,tss,ENSG00000155495,ENSG00000155495,gene,100,K562
chr10,-,98460583,98460643,58.9358466091659,98460613,29.4679233045829,None,tss,ENSG00000155629,ENSG00000155629,gene,100,GM12878
chr7,-,37382360,37382399,48.8849182503269,37382379.5,24.4424591251634,None,tss,ENSG00000155849,ENSG00000155849,gene,100,GM12878
chrX,-,154493737,154493787,6.51281408162189,154493762,3.25640704081095,None,tss,ENSG00000155961,ENSG00000155961,gene,100,GM12878
chr12,+,57943813,57943869,14.6816200315907,57943841,7.34081001579533,None,tss,ENSG00000155980,ENSG00000155980,gene,100,K562
chrX,+,149009969,149009992,0.709371670678416,149009980.5,0.354685835339208,None,tss,ENSG00000156009,ENSG00000156009,gene,100,K562
chr10,-,79397557,79397575,4.17490354900874,79397566,2.08745177450437,None,tss,ENSG00000156113,ENSG00000156113,gene,100,GM12878
chr14,+,75988831,75988847,13.0606561806519,75988839,6.53032809032595,None,tss,ENSG00000156127,ENSG00000156127,gene,100,GM12878
chr4,-,73434921,73434961,9.37996908369258,73434941,4.68998454184629,None,tss,ENSG00000156140,ENSG00000156140,gene,100,K562
